ID, Segment , LOB , RegionPeril , AAL , STD ,OEP_2,OEP_5,OEP_10,OEP_20,OEP_25,OEP_50,OEP_100,OEP_200,OEP_250,OEP_500,OEP_1000,OEP_10000,AEP_2,AEP_5,AEP_10,AEP_20,AEP_25,AEP_50,AEP_100,AEP_200,AEP_250,AEP_500,AEP_1000,AEP_10000
128, HIG_FA_GU-EUxESGB EQ , HIG_FA_GU , EUxESGB EQ ," 257,459 "," 1,297,758 ", 433 ," 55,289 "," 338,311 "," 1,111,404 "," 1,491,728 "," 3,094,906 "," 5,453,602 "," 8,362,152 "," 9,388,131 "," 12,787,841 "," 16,524,970 "," 31,930,401 "," 3,045 "," 60,825 "," 359,610 "," 1,164,958 "," 1,558,848 "," 3,213,620 "," 5,621,429 "," 8,577,624 "," 9,618,764 "," 13,066,220 "," 16,848,554 "," 32,352,455 "
129, HIG_HH_GU-DE FL , HIG_HH_GU , DE FL , 59 ," 1,713 ",                       -   ,                       -   , -   , -   , -   , -   , 16 , 649 ," 1,360 "," 6,389 "," 16,050 "," 75,415 ",                       -   ,                         -   , -   , 1 , 2 , 5 , 17 , 650 ," 1,362 "," 6,397 "," 16,071 "," 75,502 "
130, HSA_FA_EU_NL-EUxGB WS CVV , HSA_FA_EU_NL , EUxGB WS CVV ," 15,742 "," 39,621 "," 2,751 "," 15,102 "," 31,480 "," 55,462 "," 65,217 "," 103,562 "," 156,559 "," 225,922 "," 251,665 "," 341,658 "," 446,234 "," 922,838 "," 5,693 "," 21,048 "," 40,357 "," 67,352 "," 78,033 "," 118,908 "," 173,800 "," 244,472 "," 270,603 "," 361,541 "," 466,887 "," 945,290 "
131, S33_FA_Lloyds-EUxGB WS , S33_FA_Lloyds , EUxGB WS ," 66,044 "," 79,486 "," 16,653 "," 48,483 "," 84,870 "," 134,223 "," 153,114 "," 221,671 "," 306,155 "," 407,577 "," 443,949 "," 569,965 "," 718,092 "," 1,541,405 "," 46,367 "," 93,030 "," 139,233 "," 196,913 "," 218,156 "," 293,101 "," 382,481 "," 487,542 "," 524,929 "," 653,150 "," 802,674 "," 1,627,471 "
132, HIG_HH_GU-EUxESGB EQ Adj , HIG_HH_GU , EUxESGB EQ Adj ," 34,490 "," 263,358 ",                       -   , 477 ," 12,479 "," 75,504 "," 120,207 "," 383,398 "," 867,890 "," 1,578,880 "," 1,854,482 "," 2,807,943 "," 3,825,441 "," 7,781,592 ",                       -   , 583 ," 12,890 "," 77,598 "," 123,229 "," 390,741 "," 881,519 "," 1,599,474 "," 1,877,706 "," 2,837,745 "," 3,860,533 "," 7,840,627 "
133, HIG_HH_GU-GB FL , HIG_HH_GU , GB FL ," 12,820 "," 121,484 ",                       -   ,                       -   , 3 ," 1,379 "," 7,331 "," 108,642 "," 389,801 "," 774,878 "," 906,039 "," 1,310,962 "," 1,694,922 "," 3,660,283 ",                       -   ,                         -   , 71 ," 1,397 "," 7,376 "," 109,330 "," 392,371 "," 780,207 "," 912,553 "," 1,320,391 "," 1,707,642 "," 3,683,482 "
134, HIG_HH_GU-GB FL HD , HIG_HH_GU , GB FL HD ," 8,495 "," 78,450 ", -   , -   , -   , 512 ," 5,283 "," 47,935 "," 254,676 "," 600,609 "," 710,398 "," 962,920 "," 1,172,243 "," 1,592,660 ",                       -   ,                         -   ,                         -   , 514 ," 5,332 "," 48,302 "," 255,939 "," 604,213 "," 712,907 "," 969,324 "," 1,185,350 "," 1,638,517 "
135, HSA_FA_EU_PT-EUxGB WS CVV , HSA_FA_EU_PT , EUxGB WS CVV , 38 , 412 , -   , 13 , 50 , 117 , 146 , 267 , 474 , 909 ," 1,147 "," 2,317 "," 4,293 "," 17,689 ", 9 , 22 , 62 , 132 , 163 , 290 , 503 , 941 ," 1,179 "," 2,351 "," 4,331 "," 17,746 "
136, HSA_COMM_EU_DE-EUxGB WS (FlrArea) , HSA_COMM_EU_DE , EUxGB WS (FlrArea) ," 54,340 "," 177,033 "," 4,439 "," 42,971 "," 117,191 "," 233,243 "," 278,547 "," 451,839 "," 693,901 "," 1,014,979 "," 1,134,373 "," 1,555,399 "," 2,065,600 "," 4,381,960 "," 12,626 "," 57,792 "," 140,361 "," 266,218 "," 315,095 "," 499,836 "," 751,058 "," 1,078,246 "," 1,199,449 "," 1,625,308 "," 2,140,041 "," 4,463,161 "
137, S33_FA_Lloyds-EUxGB WS CVV , S33_FA_Lloyds , EUxGB WS CVV ," 61,547 "," 77,279 "," 14,732 "," 44,048 "," 79,064 "," 128,089 "," 147,123 "," 216,676 "," 302,434 "," 405,013 "," 441,696 "," 568,410 "," 717,042 "," 1,541,299 "," 42,807 "," 85,350 "," 129,183 "," 185,688 "," 206,829 "," 282,150 "," 372,532 "," 478,707 "," 516,430 "," 645,546 "," 795,777 "," 1,622,446 "
138, HSA_FA_EU_PT-GB FL HD , HSA_FA_EU_PT , GB FL HD , 7 , 442 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 9 , 572 ," 11,638 ",                       -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   ,                           -   ,                           -   , 10 , 579 ," 12,495 "
139, HSA_HH_EU_DE-GB WSSS , HSA_HH_EU_DE , GB WSSS ," 17,756 "," 59,542 "," 2,895 "," 14,292 "," 31,450 "," 59,389 "," 71,447 "," 123,004 "," 207,067 "," 336,787 "," 388,588 "," 575,984 "," 795,115 "," 1,654,159 "," 5,037 "," 19,535 "," 39,505 "," 70,351 "," 83,346 "," 137,589 "," 223,621 "," 354,574 "," 406,705 "," 595,148 "," 815,469 "," 1,678,614 "
140, HSA_COMM_EU_DE-GB WSSS , HSA_COMM_EU_DE , GB WSSS , -   , 36 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , 667 , -   , 1 , 1 , 2 , 2 , 2 , 2 , 2 , 3 , 3 , 4 , 668 
141, HSA_COMM_EU_FR-EUxESGB EQ , HSA_COMM_EU_FR , EUxESGB EQ ," 132,652 "," 1,360,656 ",                       -   , 933 ," 87,335 "," 433,487 "," 621,722 "," 1,486,932 "," 2,824,564 "," 4,744,673 "," 5,517,594 "," 8,528,961 "," 12,699,780 "," 37,546,295 ",                       -   ," 5,742 "," 90,182 "," 446,427 "," 639,870 "," 1,525,871 "," 2,888,700 "," 4,835,276 "," 5,616,781 "," 8,650,038 "," 12,837,512 "," 37,722,498 "
142, HSA_HH_EU_DE-GB WSSS CVV (FlrArea) , HSA_HH_EU_DE , GB WSSS CVV (FlrArea) ," 13,400 "," 54,985 "," 1,860 "," 9,217 "," 21,137 "," 42,807 "," 52,717 "," 97,260 "," 174,684 "," 302,292 "," 354,798 "," 546,601 "," 770,361 "," 1,639,208 "," 3,617 "," 12,984 "," 26,769 "," 50,346 "," 60,875 "," 107,281 "," 186,256 "," 314,979 "," 367,789 "," 560,545 "," 785,517 "," 1,658,399 "
143, S33_FA_Miami-EUxESGB EQ Adj , S33_FA_Miami , EUxESGB EQ Adj , 4 ," 2,061 ",                       -   ,                       -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   ,                           -   ,                           -   ,                           -   ,                           -   , 3 ,                       -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   ,                           -   ,                           -   ,                           -   ,                           -   , 26 
144, S33_HH_EU_ES-EUxGB WS , S33_HH_EU_ES , EUxGB WS , 7 , 129 , -   , -   , -   , -   , -   , 14 , 90 , 286 , 382 , 802 ," 1,423 "," 5,295 ", 2 , 2 , 3 , 4 , 4 , 16 , 92 , 289 , 386 , 806 ," 1,429 "," 5,309 "
145, S33_HH_EU_ES-EUxGB WS (FlrArea) , S33_HH_EU_ES , EUxGB WS (FlrArea) , 7 , 128 , -   , -   , -   , -   , -   , 15 , 91 , 287 , 383 , 801 ," 1,419 "," 5,275 ", 2 , 2 , 3 , 4 , 4 , 17 , 93 , 290 , 386 , 806 ," 1,425 "," 5,289 "
146, S3624_COMM_EU_DE-EU FL HD , S3624_COMM_EU_DE , EU FL HD , 221 ," 6,987 ", -   , -   , -   , -   , -   , -   , -   , 507 ," 1,612 "," 13,881 "," 59,458 "," 412,340 ",                       -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   , 509 ," 1,628 "," 13,979 "," 59,730 "," 421,517 "
147, S3624_COMM_EU_DE-EUxGB WS (FlrArea) , S3624_COMM_EU_DE , EUxGB WS (FlrArea) , 62 , 672 , -   , 4 , 22 , 78 , 119 , 462 ," 1,326 "," 2,805 "," 3,417 "," 5,770 "," 8,899 "," 25,404 ", 7 , 13 , 30 , 88 , 130 , 477 ," 1,349 "," 2,839 "," 3,455 "," 5,820 "," 8,962 "," 25,506 "
148, HSA_COMM_EU_FR-EUxGB WS CVV (FlrArea) , HSA_COMM_EU_FR , EUxGB WS CVV (FlrArea) ," 238,969 "," 595,565 "," 45,908 "," 187,155 "," 416,022 "," 814,906 "," 974,583 "," 1,567,855 "," 2,411,881 "," 3,639,856 "," 4,072,485 "," 5,368,110 "," 6,603,127 "," 13,173,599 "," 87,975 "," 275,693 "," 542,218 "," 973,095 "," 1,143,681 "," 1,775,747 "," 2,657,062 "," 3,892,495 "," 4,325,505 "," 5,636,616 "," 6,899,607 "," 13,582,195 "
149, HSA_COMM_EU_IE-EU FL HD , HSA_COMM_EU_IE , EU FL HD ," 342,955 "," 1,583,734 "," 15,721 "," 129,284 "," 524,360 "," 1,291,019 "," 1,694,665 "," 3,613,325 "," 6,924,767 "," 10,900,391 "," 12,239,457 "," 16,648,132 "," 20,932,071 "," 33,615,257 "," 16,575 "," 151,408 "," 575,228 "," 1,399,854 "," 1,793,006 "," 3,787,398 "," 7,112,228 "," 11,068,305 "," 12,502,088 "," 16,982,657 "," 21,114,731 "," 36,089,550 "
150, HSA_COMM_UK-EUxGB WS (FlrArea) , HSA_COMM_UK , EUxGB WS (FlrArea) ," 19,736 "," 94,321 ", 77 ," 6,103 "," 28,032 "," 84,884 "," 113,070 "," 232,324 "," 397,316 "," 604,051 "," 678,728 "," 933,284 "," 1,218,127 "," 2,322,693 "," 2,477 "," 8,750 "," 32,204 "," 91,666 "," 120,889 "," 243,795 "," 412,748 "," 623,244 "," 699,055 "," 956,927 "," 1,244,739 "," 2,356,721 "
151, HSA_HH_EU_ES-EU FL HD , HSA_HH_EU_ES , EU FL HD ," 2,849 "," 73,032 ", -   , -   , -   , -   , -   , -   , -   ," 2,904 "," 5,894 "," 86,220 "," 1,456,308 "," 2,812,056 ",                       -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   ," 2,946 "," 5,841 "," 86,325 "," 1,460,815 "," 2,780,960 "
152, HSA_COMM_UK-GB FL HD , HSA_COMM_UK , GB FL HD , 3 , 303 , 173 , 173 , 173 , 173 , 173 , 173 , 173 , 173 , 173 , 173 , 173 ," 5,781 ",                       -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   ,                           -   ,                           -   ,                           -   ,                           -   ," 6,513 "
153, HSA_FA_EU_BE-EU FL HD , HSA_FA_EU_BE , EU FL HD ," 119,058 "," 767,517 ", -   , 89 ," 40,217 "," 318,907 "," 475,770 "," 1,622,652 "," 3,952,570 "," 5,125,648 "," 5,561,597 "," 6,974,160 "," 9,749,197 "," 17,590,566 ",                       -   , 340 ," 40,912 "," 324,292 "," 485,029 "," 1,649,987 "," 3,977,954 "," 5,187,096 "," 5,618,505 "," 7,259,953 "," 9,873,523 "," 19,087,171 "
154, HSA_FA_EU_DE-EUxGB WS , HSA_FA_EU_DE , EUxGB WS ," 18,042 "," 26,561 "," 3,993 "," 13,792 "," 26,409 "," 43,969 "," 50,749 "," 75,489 "," 106,004 "," 142,629 "," 155,802 "," 201,277 "," 254,776 "," 526,215 "," 11,231 "," 24,659 "," 39,884 "," 59,894 "," 67,403 "," 94,172 "," 126,366 "," 164,286 "," 177,791 "," 224,195 "," 278,236 "," 549,493 "
155, HSA_HH_EU_ES-GB FL , HSA_HH_EU_ES , GB FL ," 1,066 "," 16,723 ",                       -   ,                       -   ,                         -   , -   , 1 , 34 ," 8,765 "," 64,507 "," 73,504 "," 160,084 "," 272,642 "," 576,938 ",                       -   ,                         -   ,                         -   , 13 , 20 , 68 ," 8,782 "," 64,643 "," 73,582 "," 160,543 "," 273,330 "," 579,094 "
156, HSA_FA_EU_ES-DE FL , HSA_FA_EU_ES , DE FL , 8 , 264 ,                       -   , -   , -   , -   , -   , 2 , 38 , 182 , 260 , 633 ," 1,308 "," 16,758 ",                       -   , -   , -   , -   , -   , 2 , 39 , 182 , 261 , 634 ," 1,311 "," 16,781 "
157, HSA_HH_EU_FR-EUxESGB EQ , HSA_HH_EU_FR , EUxESGB EQ ," 221,819 "," 4,265,347 ",                       -   , 18 ," 1,139 "," 97,931 "," 206,092 "," 1,004,423 "," 2,813,970 "," 6,637,149 "," 8,819,683 "," 20,519,662 "," 41,629,123 "," 205,391,688 ",                       -   , 309 ," 8,500 "," 99,887 "," 209,265 "," 1,016,688 "," 2,843,850 "," 6,694,600 "," 8,884,915 "," 20,611,704 "," 41,755,869 "," 205,748,480 "
158, HSA_FA_EU_IE-EU FL HD , HSA_FA_EU_IE , EU FL HD ," 13,635 "," 61,825 ", -   , 18 ," 17,482 "," 72,818 "," 96,445 "," 196,916 "," 298,369 "," 396,753 "," 445,854 "," 600,426 "," 714,593 "," 1,171,376 ",                       -   , 24 ," 17,519 "," 75,292 "," 100,455 "," 203,133 "," 307,455 "," 412,344 "," 464,001 "," 619,398 "," 734,556 "," 1,182,285 "
159, HSA_HH_EU_FR-EUxGB WS (FlrArea) , HSA_HH_EU_FR , EUxGB WS (FlrArea) ," 968,058 "," 1,567,409 "," 275,970 "," 1,017,612 "," 1,792,706 "," 2,759,470 "," 3,116,442 "," 4,390,543 "," 5,971,305 "," 7,991,350 "," 8,770,808 "," 11,708,839 "," 15,297,936 "," 28,282,233 "," 460,253 "," 1,455,982 "," 2,431,551 "," 3,586,322 "," 3,999,020 "," 5,428,104 "," 7,132,482 "," 9,235,583 "," 10,030,391 "," 12,959,802 "," 16,493,398 "," 29,590,520 "
160, HSA_FA_EU_NL-EU FL HD , HSA_FA_EU_NL , EU FL HD ," 9,341 "," 121,364 ", -   , -   , -   , -   , 1 ," 2,768 "," 25,549 "," 890,856 "," 1,346,648 "," 1,857,200 "," 1,857,200 "," 1,869,714 ",                       -   ,                         -   ,                         -   ,                         -   , 11 ," 2,777 "," 25,536 "," 890,237 "," 1,349,112 "," 1,842,307 "," 1,854,798 "," 1,879,283 "
161, HSA_HH_EU_IE-GB WSSS , HSA_HH_EU_IE , GB WSSS ," 4,841 "," 20,606 ", 261 ," 3,316 "," 9,146 "," 19,222 "," 23,537 "," 41,286 "," 68,502 "," 110,288 "," 127,533 "," 193,088 "," 274,516 "," 621,211 ", 630 ," 4,153 "," 10,650 "," 21,535 "," 26,129 "," 44,762 "," 72,765 "," 115,090 "," 132,484 "," 198,339 "," 280,111 "," 628,256 "
162, HSA_HH_EU_NL-BE FL , HSA_HH_EU_NL , BE FL ," 33,100 "," 225,375 "," 5,559 "," 20,214 "," 37,010 "," 63,206 "," 75,201 "," 131,167 "," 225,072 "," 434,892 "," 742,455 "," 3,300,091 "," 4,069,043 "," 5,704,859 "," 8,181 "," 28,051 "," 49,161 "," 79,460 "," 92,545 "," 150,562 "," 246,257 "," 459,832 "," 766,845 "," 3,322,627 "," 4,094,905 "," 5,765,728 "
163, HSA_HH_EU_NL-DE FL , HSA_HH_EU_NL , DE FL ," 9,113 "," 61,120 ", -   , 83 ," 3,590 "," 20,976 "," 32,702 "," 113,614 "," 265,607 "," 432,954 "," 487,122 "," 656,448 "," 829,867 "," 1,471,957 ", 12 , 133 ," 3,707 "," 21,564 "," 33,569 "," 115,709 "," 269,257 "," 438,540 "," 493,406 "," 665,180 "," 841,126 "," 1,490,918 "
164, HSA_FA_EU_NL-GB FL , HSA_FA_EU_NL , GB FL , 376 ," 16,583 ",                       -   ,                       -   ,                         -   ,                         -   ,                         -   ,                         -   , 1 , 8 , 91 ," 6,325 "," 62,801 "," 659,310 ",                       -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   , 18 , 63 , 101 ," 6,328 "," 62,828 "," 659,844 "
165, HSA_HH_EU_NL-GB WSSS (FlrArea) , HSA_HH_EU_NL , GB WSSS (FlrArea) ," 46,332 "," 127,144 "," 7,414 "," 37,905 "," 84,067 "," 164,838 "," 201,366 "," 352,246 "," 555,497 "," 801,636 "," 888,370 "," 1,178,308 "," 1,493,416 "," 2,673,316 "," 12,607 "," 50,998 "," 104,829 "," 193,393 "," 232,182 "," 389,275 "," 598,274 "," 849,694 "," 938,240 "," 1,232,636 "," 1,551,992 "," 2,742,803 "
166, HSA_FA_EU_NL-GB WSSS , HSA_FA_EU_NL , GB WSSS , 145 , 646 , 11 , 110 , 264 , 518 , 634 ," 1,160 "," 2,009 "," 3,222 "," 3,698 "," 5,492 "," 7,842 "," 21,107 ", 22 , 138 , 313 , 593 , 717 ," 1,265 "," 2,131 "," 3,360 "," 3,842 "," 5,649 "," 8,010 "," 21,296 "
167, HSA_FA_UK-EUxESGB EQ , HSA_FA_UK , EUxESGB EQ , 130 ," 2,966 ",                       -   ,                       -   ,                         -   ,                         -   ,                         -   , 29 ," 1,003 "," 4,576 "," 6,444 "," 14,881 "," 28,837 "," 122,699 ",                       -   ,                         -   ,                         -   ,                         -   ,                         -   , 29 ," 1,006 "," 4,589 "," 6,463 "," 14,922 "," 28,909 "," 122,875 "
168, HIG_FA_GU-GB FL , HIG_FA_GU , GB FL ," 23,600 "," 256,831 ", 1 , 8 , 278 ," 15,351 "," 32,596 "," 165,465 "," 494,108 "," 1,214,952 "," 1,530,365 "," 2,667,429 "," 3,880,096 "," 8,852,712 ", 86 , 500 ," 1,001 "," 15,739 "," 33,182 "," 167,559 "," 500,115 "," 1,224,154 "," 1,540,827 "," 2,682,806 "," 3,894,827 "," 8,892,658 "
169, HIG_FA_GU_SRP-EU FL HD , HIG_FA_GU_SRP , EU FL HD ," 2,945 "," 79,927 ", -   , -   , -   , -   , -   , -   , 607 ," 19,446 "," 47,186 "," 292,061 "," 829,226 "," 3,853,544 ",                       -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   , 611 ," 19,375 "," 47,288 "," 294,319 "," 869,349 "," 3,936,480 "
170, HSA_COMM_EU_DE-EUxESGB EQ , HSA_COMM_EU_DE , EUxESGB EQ ," 108,160 "," 1,108,114 ", 29 ," 3,336 "," 41,386 "," 215,861 "," 327,858 "," 967,515 "," 2,261,704 "," 4,445,429 "," 5,369,339 "," 9,037,375 "," 14,094,995 "," 40,995,192 ", 721 ," 6,001 "," 44,172 "," 223,612 "," 338,291 "," 989,912 "," 2,300,149 "," 4,502,460 "," 5,432,515 "," 9,120,407 "," 14,198,101 "," 41,133,980 "
171, HSA_HH_EU_BE-EUxESGB EQ , HSA_HH_EU_BE , EUxESGB EQ ," 180,225 "," 3,943,295 ",                       -   ,                       -   , 390 ," 34,373 "," 83,067 "," 582,889 "," 2,110,845 "," 5,472,038 "," 7,177,879 "," 16,443,583 "," 35,633,657 "," 179,875,313 ",                       -   ,                         -   ," 5,705 "," 35,936 "," 84,740 "," 588,911 "," 2,128,160 "," 5,507,854 "," 7,221,117 "," 16,513,255 "," 35,730,073 "," 180,122,091 "
172, HSA_COMM_EU_FR-EUxGB WS , HSA_COMM_EU_FR , EUxGB WS ," 267,919 "," 602,870 "," 62,277 "," 212,537 "," 439,751 "," 837,290 "," 997,295 "," 1,592,293 "," 2,430,334 "," 3,643,830 "," 4,074,380 "," 5,368,550 "," 6,603,666 "," 13,175,119 "," 115,994 "," 326,473 "," 597,641 "," 1,027,900 "," 1,198,861 "," 1,832,904 "," 2,708,426 "," 3,929,329 "," 4,359,758 "," 5,668,619 "," 6,932,184 "," 13,602,921 "
173, HSA_COMM_EU_FR-EUxGB WS (FlrArea) , HSA_COMM_EU_FR , EUxGB WS (FlrArea) ," 267,919 "," 602,852 "," 62,292 "," 212,566 "," 439,760 "," 837,286 "," 997,292 "," 1,592,276 "," 2,430,311 "," 3,643,829 "," 4,074,367 "," 5,368,258 "," 6,603,139 "," 13,173,599 "," 115,995 "," 326,500 "," 597,660 "," 1,027,906 "," 1,198,864 "," 1,832,898 "," 2,708,415 "," 3,929,319 "," 4,359,721 "," 5,668,401 "," 6,931,673 "," 13,613,245 "
174, HSA_HH_EU_PT-EUxGB WS , HSA_HH_EU_PT , EUxGB WS , 95 ," 1,038 ", -   , -   , 3 , 89 , 178 , 824 ," 2,217 "," 4,504 "," 5,447 "," 9,066 "," 13,798 "," 38,417 ", 16 , 22 , 27 , 105 , 196 , 849 ," 2,257 "," 4,562 "," 5,511 "," 9,149 "," 13,900 "," 38,586 "
175, HIC_COMM_UK-EUxGB WS CVV (FlrArea) , HIC_COMM_UK , EUxGB WS CVV (FlrArea) , 9 , 99 , -   , -   , -   , 4 , 12 , 85 , 234 , 457 , 545 , 877 ," 1,315 "," 3,616 ", -   , -   , 1 , 4 , 12 , 86 , 236 , 461 , 550 , 884 ," 1,324 "," 3,629 "
176, HSA_HH_EU_BE-EUxGB WS (FlrArea) , HSA_HH_EU_BE , EUxGB WS (FlrArea) ," 725,010 "," 1,489,494 "," 194,265 "," 642,099 "," 1,170,481 "," 1,934,164 "," 2,238,217 "," 3,392,400 "," 4,962,189 "," 7,103,197 "," 7,932,218 "," 11,112,600 "," 16,072,279 "," 36,534,904 "," 396,271 "," 1,022,107 "," 1,682,878 "," 2,559,400 "," 2,895,440 "," 4,139,804 "," 5,779,227 "," 7,957,320 "," 8,795,228 "," 12,010,451 "," 16,951,867 "," 37,470,149 "
177, HSA_HH_UK-DE FL , HSA_HH_UK , DE FL , -   , 25 ,                       -   ,                       -   ,                         -   ,                         -   ,                         -   , -   , -   , -   , -   , -   , 1 , 817 ,                       -   ,                         -   ,                         -   ,                         -   ,                         -   , -   , -   , -   , -   , -   , 1 , 818 
178, HSA_COMM_EU_IE-EUxESGB EQ Adj , HSA_COMM_EU_IE , EUxESGB EQ Adj ," 3,476 "," 144,806 ",                       -   ,                       -   , 30 , 363 ," 1,271 "," 14,915 "," 58,736 "," 144,637 "," 182,949 "," 347,599 "," 613,480 "," 2,042,328 ",                       -   ,                         -   , 432 ," 1,835 "," 2,537 "," 15,206 "," 59,284 "," 145,666 "," 184,178 "," 349,477 "," 616,038 "," 2,045,978 "
179, HSA_HH_EU_BE-EUxGB WS CVV (FlrArea) , HSA_HH_EU_BE , EUxGB WS CVV (FlrArea) ," 650,927 "," 1,455,577 "," 160,945 "," 594,370 "," 1,086,578 "," 1,773,443 "," 2,051,691 "," 3,170,625 "," 4,812,390 "," 7,055,038 "," 7,903,915 "," 11,109,495 "," 16,072,218 "," 36,534,904 "," 334,662 "," 917,300 "," 1,529,666 "," 2,330,267 "," 2,641,643 "," 3,844,935 "," 5,532,743 "," 7,801,093 "," 8,660,025 "," 11,908,933 "," 16,865,039 "," 37,389,311 "
180, HSA_COMM_EU_IE-EUxGB WS , HSA_COMM_EU_IE , EUxGB WS ," 344,088 "," 661,436 "," 89,295 "," 333,819 "," 624,534 "," 1,043,913 "," 1,208,134 "," 1,808,667 "," 2,578,405 "," 3,597,307 "," 3,985,869 "," 5,352,960 "," 6,941,038 "," 14,923,103 "," 147,807 "," 477,008 "," 835,868 "," 1,313,851 "," 1,494,643 "," 2,143,973 "," 2,957,843 "," 4,002,044 "," 4,393,650 "," 5,768,851 "," 7,372,578 "," 15,361,811 "
181, HIG_FA_GU-EUxGB WS CVV , HIG_FA_GU , EUxGB WS CVV ," 19,877 "," 36,443 "," 3,879 "," 15,099 "," 31,317 "," 55,213 "," 64,772 "," 100,978 "," 147,871 "," 206,083 "," 227,279 "," 300,763 "," 386,307 "," 787,568 "," 11,166 "," 26,011 "," 45,033 "," 71,769 "," 82,198 "," 120,853 "," 169,751 "," 229,505 "," 251,128 "," 325,713 "," 412,005 "," 816,342 "
182, HSA_HH_UK-EUxGB WS (FlrArea) , HSA_HH_UK , EUxGB WS (FlrArea) ," 81,538 "," 160,657 "," 17,893 "," 80,558 "," 163,986 "," 276,528 "," 319,167 "," 473,566 "," 666,149 "," 904,402 "," 991,498 "," 1,294,669 "," 1,639,143 "," 2,936,336 "," 30,706 "," 111,235 "," 209,637 "," 337,420 "," 384,796 "," 552,919 "," 756,873 "," 1,003,231 "," 1,092,315 "," 1,399,167 "," 1,745,706 "," 3,051,039 "
183, HSA_HH_EU_DE-DE FL , HSA_HH_EU_DE , DE FL ," 1,353,744 "," 7,330,338 "," 28,291 "," 650,669 "," 1,849,877 "," 4,078,872 "," 5,146,745 "," 10,760,761 "," 27,180,847 "," 52,389,736 "," 59,584,592 "," 80,387,411 "," 101,166,004 "," 187,819,734 "," 34,758 "," 737,424 "," 2,070,639 "," 4,475,161 "," 5,605,469 "," 11,432,076 "," 27,960,508 "," 53,278,561 "," 60,543,666 "," 81,595,126 "," 102,701,214 "," 190,139,945 "
184, HSA_COMM_UK-EUxGB WS , HSA_COMM_UK , EUxGB WS ," 19,736 "," 94,627 ", 72 ," 6,031 "," 27,908 "," 84,731 "," 112,964 "," 232,624 "," 398,347 "," 606,048 "," 681,085 "," 936,834 "," 1,223,058 "," 2,332,931 "," 2,479 "," 8,674 "," 32,061 "," 91,488 "," 120,760 "," 244,065 "," 413,747 "," 625,219 "," 701,386 "," 960,462 "," 1,249,672 "," 2,366,979 "
185, HSA_HH_EU_ES-GB FL HD , HSA_HH_EU_ES , GB FL HD , 164 ," 3,298 ", -   , -   , -   , -   , -   , -   , 555 ," 6,030 "," 9,128 "," 21,731 "," 42,900 "," 129,145 ",                       -   ,                         -   ,                         -   ,                         -   ,                         -   ,                         -   , 554 ," 6,028 "," 9,101 "," 21,991 "," 43,948 "," 171,346 "
186, HSA_HH_UK-EUxGB WS CVV (FlrArea) , HSA_HH_UK , EUxGB WS CVV (FlrArea) ," 66,032 "," 147,302 "," 13,035 "," 60,528 "," 131,497 "," 233,276 "," 273,060 "," 421,341 "," 613,645 "," 858,676 "," 949,347 "," 1,264,953 "," 1,620,552 "," 2,933,409 "," 22,862 "," 83,695 "," 165,875 "," 279,535 "," 323,074 "," 482,381 "," 683,854 "," 935,344 "," 1,027,608 "," 1,346,433 "," 1,706,875 "," 3,029,299 "
187, HSA_COMM_EU_DE-EUxGB WS , HSA_COMM_EU_DE , EUxGB WS ," 54,340 "," 177,042 "," 4,437 "," 42,968 "," 117,188 "," 233,267 "," 278,582 "," 451,896 "," 693,967 "," 1,015,035 "," 1,134,425 "," 1,555,459 "," 2,065,682 "," 4,382,044 "," 12,626 "," 57,789 "," 140,358 "," 266,241 "," 315,127 "," 499,891 "," 751,124 "," 1,078,306 "," 1,199,506 "," 1,625,374 "," 2,140,126 "," 4,470,139 "
188, HSA_COMM_UK-GB WSSS (FlrArea) , HSA_COMM_UK , GB WSSS (FlrArea) , 50 , 578 , -   , -   , 16 , 106 , 161 , 458 ," 1,057 "," 2,063 "," 2,476 "," 4,063 "," 6,199 "," 21,157 ", 8 , 14 , 25 , 116 , 173 , 476 ," 1,083 "," 2,097 "," 2,513 "," 4,109 "," 6,254 "," 21,232 "
189, HSA_HH_EU_IE-EU FL HD , HSA_HH_EU_IE , EU FL HD ," 277,412 "," 831,984 ", -   ," 320,260 "," 730,668 "," 1,255,207 "," 1,450,700 "," 2,338,411 "," 3,714,551 "," 5,328,027 "," 5,970,990 "," 7,638,679 "," 9,433,470 "," 14,206,127 ",                       -   ," 335,556 "," 801,188 "," 1,390,259 "," 1,630,790 "," 2,564,025 "," 3,970,408 "," 5,629,461 "," 6,212,185 "," 7,935,386 "," 9,680,230 "," 14,704,081 "
